,Unnamed: 0,Username,Ulasan,Kategori,hasil,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
446,446,HADI 212,tempatnya seram bangat   saya survival disana  hari  malam  dan sangat dingin airnya  saya juga senang berkunjung kesana,positif,"['tempatnya', 'seram', 'bangat', 'saya', 'survival', 'disana', 'hari', 'malam', 'dan', 'sangat', 'dingin', 'airnya', 'saya', 'juga', 'senang', 'berkunjung', 'kesana']","['tempatnya', 'seram', 'bangat', 'saya', 'survival', 'disana', 'hari', 'malam', 'dan', 'sangat', 'dingin', 'airnya', 'saya', 'juga', 'senang', 'berkunjung', 'kesana']","['tempatnya', 'seram', 'bangat', 'survival', 'disana', 'malam', 'dingin', 'airnya', 'senang', 'berkunjung', 'kesana']","['tempatnya', 'seram', 'bangat', 'survival', 'disana', 'malam', 'dingin', 'airnya', 'senang', 'berkunjung', 'kesana']","['tempat', 'seram', 'bangat', 'survival', 'sana', 'malam', 'dingin', 'air', 'senang', 'kunjung', 'kesana']"
447,447,Rahma Pratiwi,tempatnya semakin bagus  keren cocok utk liburan bersama keluarga tercinta atau bersama org tersayang   ,positif,"['tempatnya', 'semakin', 'bagus', 'keren', 'cocok', 'utk', 'liburan', 'bersama', 'keluarga', 'tercinta', 'atau', 'bersama', 'org', 'tersayang']","['tempatnya', 'semakin', 'bagus', 'keren', 'cocok', 'utk', 'liburan', 'bersama', 'keluarga', 'tercinta', 'atau', 'bersama', 'org', 'tersayang']","['tempatnya', 'bagus', 'keren', 'cocok', 'utk', 'liburan', 'keluarga', 'tercinta', 'org', 'tersayang']","['tempatnya', 'bagus', 'keren', 'cocok', 'utk', 'liburan', 'keluarga', 'tercinta', 'org', 'tersayang']","['tempat', 'bagus', 'keren', 'cocok', 'utk', 'libur', 'keluarga', 'cinta', 'org', 'sayang']"
448,448,Adek Giribana,tiket murah meriah   wisata suejuk   asri  aman  bermacam arena wisata  petugas dan penjual ramah,positif,"['tiket', 'murah', 'meriah', 'wisata', 'suejuk', 'asri', 'aman', 'bermacam', 'arena', 'wisata', 'petugas', 'dan', 'penjual', 'ramah']","['tiket', 'murah', 'meriah', 'wisata', 'suejuk', 'asri', 'aman', 'bermacam', 'arena', 'wisata', 'petugas', 'dan', 'penjual', 'ramah']","['tiket', 'murah', 'meriah', 'wisata', 'suejuk', 'asri', 'aman', 'arena', 'wisata', 'petugas', 'penjual', 'ramah']","['tiket', 'murah', 'meriah', 'wisata', 'suejuk', 'asri', 'aman', 'arena', 'wisata', 'petugas', 'penjual', 'ramah']","['tiket', 'murah', 'riah', 'wisata', 'suejuk', 'asri', 'aman', 'arena', 'wisata', 'tugas', 'jual', 'ramah']"
449,449,agung hartadi,cukup bersih  tiket agak mahal  untuk masuk taman kelinci harus bayar lagi rp    toilet bayar lagi  sungai kecil di dalam taman kelinci bersih dan bagus buat spot foto  jalan ke air terjun cukup menantang ,netral,"['cukup', 'bersih', 'tiket', 'agak', 'mahal', 'untuk', 'masuk', 'taman', 'kelinci', 'harus', 'bayar', 'lagi', 'rp', 'toilet', 'bayar', 'lagi', 'sungai', 'kecil', 'di', 'dalam', 'taman', 'kelinci', 'bersih', 'dan', 'bagus', 'buat', 'spot', 'foto', 'jalan', 'ke', 'air', 'terjun', 'cukup', 'menantang']","['cukup', 'bersih', 'tiket', 'agak', 'mahal', 'untuk', 'masuk', 'taman', 'kelinci', 'harus', 'bayar', 'lagi', 'rp', 'toilet', 'bayar', 'lagi', 'sungai', 'kecil', 'di', 'dalam', 'taman', 'kelinci', 'bersih', 'dan', 'bagus', 'buat', 'spot', 'foto', 'jalan', 'ke', 'air', 'terjun', 'cukup', 'menantang']","['bersih', 'tiket', 'mahal', 'masuk', 'taman', 'kelinci', 'bayar', 'rp', 'toilet', 'bayar', 'sungai', 'taman', 'kelinci', 'bersih', 'bagus', 'spot', 'foto', 'jalan', 'air', 'terjun', 'menantang']","['bersih', 'tiket', 'mahal', 'masuk', 'taman', 'kelinci', 'bayar', 'rp', 'toilet', 'bayar', 'sungai', 'taman', 'kelinci', 'bersih', 'bagus', 'spot', 'foto', 'jalan', 'air', 'terjun', 'menantang']","['bersih', 'tiket', 'mahal', 'masuk', 'taman', 'kelinci', 'bayar', 'rp', 'toilet', 'bayar', 'sungai', 'taman', 'kelinci', 'bersih', 'bagus', 'spot', 'foto', 'jalan', 'air', 'terjun', 'tantang']"
450,450,Binti Muslikah,menyenangkan     cocok tuk warga kota yg sejenak melepas penat   asri   hijau    bening airnya,positif,"['menyenangkan', 'cocok', 'tuk', 'warga', 'kota', 'yg', 'sejenak', 'melepas', 'penat', 'asri', 'hijau', 'bening', 'airnya']","['menyenangkan', 'cocok', 'tuk', 'warga', 'kota', 'yg', 'sejenak', 'melepas', 'penat', 'asri', 'hijau', 'bening', 'airnya']","['menyenangkan', 'cocok', 'tuk', 'warga', 'kota', 'yg', 'melepas', 'penat', 'asri', 'hijau', 'bening', 'airnya']","['menyenangkan', 'cocok', 'tuk', 'warga', 'kota', 'yg', 'melepas', 'penat', 'asri', 'hijau', 'bening', 'airnya']","['senang', 'cocok', 'tuk', 'warga', 'kota', 'yg', 'lepas', 'penat', 'asri', 'hijau', 'bening', 'air']"
451,451,Syamrotul Fiqriyah,tempatnya keren banget    banyak spot buat selfie  sekarang sudah dipercantik dengan tempat buat duduk dan santai  ramah anak,positif,"['tempatnya', 'keren', 'banget', 'banyak', 'spot', 'buat', 'selfie', 'sekarang', 'sudah', 'dipercantik', 'dengan', 'tempat', 'buat', 'duduk', 'dan', 'santai', 'ramah', 'anak']","['tempatnya', 'keren', 'banget', 'banyak', 'spot', 'buat', 'selfie', 'sekarang', 'sudah', 'dipercantik', 'dengan', 'tempat', 'buat', 'duduk', 'dan', 'santai', 'ramah', 'anak']","['tempatnya', 'keren', 'banget', 'spot', 'selfie', 'dipercantik', 'duduk', 'santai', 'ramah', 'anak']","['tempatnya', 'keren', 'banget', 'spot', 'selfie', 'dipercantik', 'duduk', 'santai', 'ramah', 'anak']","['tempat', 'keren', 'banget', 'spot', 'selfie', 'cantik', 'duduk', 'santai', 'ramah', 'anak']"
452,452,Ika Ruliyanti,kedua kalinya berkunjung ke tempat ini    dan tetap ramai saat weekend   ,positif,"['kedua', 'kalinya', 'berkunjung', 'ke', 'tempat', 'ini', 'dan', 'tetap', 'ramai', 'saat', 'weekend']","['kedua', 'kalinya', 'berkunjung', 'ke', 'tempat', 'ini', 'dan', 'tetap', 'ramai', 'saat', 'weekend']","['kalinya', 'berkunjung', 'ramai', 'weekend']","['kalinya', 'berkunjung', 'ramai', 'weekend']","['kali', 'kunjung', 'ramai', 'weekend']"
453,453,Sotyasari Dhanisworo,air terjunnya bagus bangeett   cocok untuk bersantai atau pun keluarga yang sedang berwisata sekedar menikmati udara sejuk ,positif,"['air', 'terjunnya', 'bagus', 'bangeett', 'cocok', 'untuk', 'bersantai', 'atau', 'pun', 'keluarga', 'yang', 'sedang', 'berwisata', 'sekedar', 'menikmati', 'udara', 'sejuk']","['air', 'terjunnya', 'bagus', 'bangeett', 'cocok', 'untuk', 'bersantai', 'atau', 'pun', 'keluarga', 'yang', 'sedang', 'berwisata', 'sekedar', 'menikmati', 'udara', 'sejuk']","['air', 'terjunnya', 'bagus', 'bangeett', 'cocok', 'bersantai', 'keluarga', 'berwisata', 'sekedar', 'menikmati', 'udara', 'sejuk']","['air', 'terjunnya', 'bagus', 'bangeett', 'cocok', 'bersantai', 'keluarga', 'berwisata', 'sekedar', 'menikmati', 'udara', 'sejuk']","['air', 'terjun', 'bagus', 'bangeett', 'cocok', 'santa', 'keluarga', 'wisata', 'dar', 'nikmat', 'udara', 'sejuk']"
454,454,daniya maula,alhamdulillah banyak renovasi  semakin baik dan kalo aku sih ga terlalu dingin   ada taman kelinci juga,positif,"['alhamdulillah', 'banyak', 'renovasi', 'semakin', 'baik', 'dan', 'kalo', 'aku', 'sih', 'ga', 'terlalu', 'dingin', 'ada', 'taman', 'kelinci', 'juga']","['alhamdulillah', 'banyak', 'renovasi', 'semakin', 'baik', 'dan', 'kalo', 'aku', 'sih', 'ga', 'terlalu', 'dingin', 'ada', 'taman', 'kelinci', 'juga']","['alhamdulillah', 'renovasi', 'kalo', 'sih', 'ga', 'dingin', 'taman', 'kelinci']","['alhamdulillah', 'renovasi', 'kalo', 'sih', 'ga', 'dingin', 'taman', 'kelinci']","['alhamdulillah', 'renovasi', 'kalo', 'sih', 'ga', 'dingin', 'taman', 'kelinci']"
455,455,Wlady Widia Anggraini,hawa nya sangat sejuk cocok untuk kita yg ingin melepas kepenatan di kota bersama keluarga disana lengkap ada warung musholla tempat parkir pun luas airnya pun jernih sekali bening seperti kaca,positif,"['hawa', 'nya', 'sangat', 'sejuk', 'cocok', 'untuk', 'kita', 'yg', 'ingin', 'melepas', 'kepenatan', 'di', 'kota', 'bersama', 'keluarga', 'disana', 'lengkap', 'ada', 'warung', 'musholla', 'tempat', 'parkir', 'pun', 'luas', 'airnya', 'pun', 'jernih', 'sekali', 'bening', 'seperti', 'kaca']","['hawa', 'nya', 'sangat', 'sejuk', 'cocok', 'untuk', 'kita', 'yg', 'ingin', 'melepas', 'kepenatan', 'di', 'kota', 'bersama', 'keluarga', 'disana', 'lengkap', 'ada', 'warung', 'musholla', 'tempat', 'parkir', 'pun', 'luas', 'airnya', 'pun', 'jernih', 'sekali', 'bening', 'seperti', 'kaca']","['hawa', 'nya', 'sejuk', 'cocok', 'yg', 'melepas', 'kepenatan', 'kota', 'keluarga', 'disana', 'lengkap', 'warung', 'musholla', 'parkir', 'luas', 'airnya', 'jernih', 'bening', 'kaca']","['hawa', 'nya', 'sejuk', 'cocok', 'yg', 'melepas', 'kepenatan', 'kota', 'keluarga', 'disana', 'lengkap', 'warung', 'musholla', 'parkir', 'luas', 'airnya', 'jernih', 'bening', 'kaca']","['hawa', 'nya', 'sejuk', 'cocok', 'yg', 'lepas', 'penat', 'kota', 'keluarga', 'sana', 'lengkap', 'warung', 'musholla', 'parkir', 'luas', 'air', 'jernih', 'bening', 'kaca']"
456,456,fatimah anggi,nyampe loket sekitar jam an  byar tiket rb  dsana sdah bnyak mobil dan tenda yg parkir  suasanya masih sepi  tp tetep bersih loo   bnyak tong sampah yg d sediakan  pengunjungpun mematuhinya untuk tidak buang sampah sembarangan  nyampe  ,positif,"['nyampe', 'loket', 'sekitar', 'jam', 'an', 'byar', 'tiket', 'rb', 'dsana', 'sdah', 'bnyak', 'mobil', 'dan', 'tenda', 'yg', 'parkir', 'suasanya', 'masih', 'sepi', 'tp', 'tetep', 'bersih', 'loo', 'bnyak', 'tong', 'sampah', 'yg', 'd', 'sediakan', 'pengunjungpun', 'mematuhinya', 'untuk', 'tidak', 'buang', 'sampah', 'sembarangan', 'nyampe']","['nyampe', 'loket', 'sekitar', 'jam', 'an', 'byar', 'tiket', 'rb', 'dsana', 'sdah', 'bnyak', 'mobil', 'dan', 'tenda', 'yg', 'parkir', 'suasanya', 'masih', 'sepi', 'tp', 'tetep', 'bersih', 'loo', 'bnyak', 'tong', 'sampah', 'yg', 'd', 'sediakan', 'pengunjungpun', 'mematuhinya', 'untuk', 'tidak', 'buang', 'sampah', 'sembarangan', 'nyampe']","['nyampe', 'loket', 'jam', 'an', 'byar', 'tiket', 'rb', 'dsana', 'sdah', 'bnyak', 'mobil', 'tenda', 'yg', 'parkir', 'suasanya', 'sepi', 'tp', 'tetep', 'bersih', 'loo', 'bnyak', 'tong', 'sampah', 'yg', 'd', 'sediakan', 'pengunjungpun', 'mematuhinya', 'buang', 'sampah', 'sembarangan', 'nyampe']","['nyampe', 'loket', 'jam', 'an', 'byar', 'tiket', 'rb', 'dsana', 'sdah', 'bnyak', 'mobil', 'tenda', 'yg', 'parkir', 'suasanya', 'sepi', 'tp', 'tetep', 'bersih', 'loo', 'bnyak', 'tong', 'sampah', 'yg', 'd', 'sediakan', 'pengunjungpun', 'mematuhinya', 'buang', 'sampah', 'sembarangan', 'nyampe']","['nyampe', 'loket', 'jam', 'an', 'byar', 'tiket', 'rb', 'dsana', 'sdah', 'bnyak', 'mobil', 'tenda', 'yg', 'parkir', 'suasa', 'sepi', 'tp', 'tetep', 'bersih', 'loo', 'bnyak', 'tong', 'sampah', 'yg', 'd', 'sedia', 'unjung', 'patuh', 'buang', 'sampah', 'sembarang', 'nyampe']"
457,457,Artha Nugraha Jonar,tempatnya bagus  cocok buat rekreasi keluarga  banyak warung makan juga dengan harga terjangkau  banyak spot untuk duduk  ada juga taman kelinci,positif,"['tempatnya', 'bagus', 'cocok', 'buat', 'rekreasi', 'keluarga', 'banyak', 'warung', 'makan', 'juga', 'dengan', 'harga', 'terjangkau', 'banyak', 'spot', 'untuk', 'duduk', 'ada', 'juga', 'taman', 'kelinci']","['tempatnya', 'bagus', 'cocok', 'buat', 'rekreasi', 'keluarga', 'banyak', 'warung', 'makan', 'juga', 'dengan', 'harga', 'terjangkau', 'banyak', 'spot', 'untuk', 'duduk', 'ada', 'juga', 'taman', 'kelinci']","['tempatnya', 'bagus', 'cocok', 'rekreasi', 'keluarga', 'warung', 'makan', 'harga', 'terjangkau', 'spot', 'duduk', 'taman', 'kelinci']","['tempatnya', 'bagus', 'cocok', 'rekreasi', 'keluarga', 'warung', 'makan', 'harga', 'terjangkau', 'spot', 'duduk', 'taman', 'kelinci']","['tempat', 'bagus', 'cocok', 'rekreasi', 'keluarga', 'warung', 'makan', 'harga', 'jangkau', 'spot', 'duduk', 'taman', 'kelinci']"
458,458,Feri Firdiansyah,tempat wisatanya bersih  sejuk banget  dan banyak wisata edukasi lainnya terutama air terjunnya yang ga begitu deras jadi anak kecil bisa bermain disekitar air terjun dan bisa mandi disana,positif,"['tempat', 'wisatanya', 'bersih', 'sejuk', 'banget', 'dan', 'banyak', 'wisata', 'edukasi', 'lainnya', 'terutama', 'air', 'terjunnya', 'yang', 'ga', 'begitu', 'deras', 'jadi', 'anak', 'kecil', 'bisa', 'bermain', 'disekitar', 'air', 'terjun', 'dan', 'bisa', 'mandi', 'disana']","['tempat', 'wisatanya', 'bersih', 'sejuk', 'banget', 'dan', 'banyak', 'wisata', 'edukasi', 'lainnya', 'terutama', 'air', 'terjunnya', 'yang', 'ga', 'begitu', 'deras', 'jadi', 'anak', 'kecil', 'bisa', 'bermain', 'disekitar', 'air', 'terjun', 'dan', 'bisa', 'mandi', 'disana']","['wisatanya', 'bersih', 'sejuk', 'banget', 'wisata', 'edukasi', 'air', 'terjunnya', 'ga', 'deras', 'anak', 'bermain', 'disekitar', 'air', 'terjun', 'mandi', 'disana']","['wisatanya', 'bersih', 'sejuk', 'banget', 'wisata', 'edukasi', 'air', 'terjunnya', 'ga', 'deras', 'anak', 'bermain', 'disekitar', 'air', 'terjun', 'mandi', 'disana']","['wisata', 'bersih', 'sejuk', 'banget', 'wisata', 'edukasi', 'air', 'terjun', 'ga', 'deras', 'anak', 'main', 'sekitar', 'air', 'terjun', 'mandi', 'sana']"
459,459,Moh Syamsudin,wisata air terjun sekaligus tempat ngecamp  lokasi mudah diketahui  pemandangan sangat bagus dan alami  banyak pedagang disini,positif,"['wisata', 'air', 'terjun', 'sekaligus', 'tempat', 'ngecamp', 'lokasi', 'mudah', 'diketahui', 'pemandangan', 'sangat', 'bagus', 'dan', 'alami', 'banyak', 'pedagang', 'disini']","['wisata', 'air', 'terjun', 'sekaligus', 'tempat', 'ngecamp', 'lokasi', 'mudah', 'diketahui', 'pemandangan', 'sangat', 'bagus', 'dan', 'alami', 'banyak', 'pedagang', 'disini']","['wisata', 'air', 'terjun', 'ngecamp', 'lokasi', 'mudah', 'pemandangan', 'bagus', 'alami', 'pedagang']","['wisata', 'air', 'terjun', 'ngecamp', 'lokasi', 'mudah', 'pemandangan', 'bagus', 'alami', 'pedagang']","['wisata', 'air', 'terjun', 'ngecamp', 'lokasi', 'mudah', 'pandang', 'bagus', 'alami', 'dagang']"
460,460,Medokan Sawah,seneng kesini sama  anak  berenang disana    byr rb  untuk tiket msuk  dewasa  parkir rb  asuransi org seribu,positif,"['seneng', 'kesini', 'sama', 'anak', 'berenang', 'disana', 'byr', 'rb', 'untuk', 'tiket', 'msuk', 'dewasa', 'parkir', 'rb', 'asuransi', 'org', 'seribu']","['seneng', 'kesini', 'sama', 'anak', 'berenang', 'disana', 'byr', 'rb', 'untuk', 'tiket', 'msuk', 'dewasa', 'parkir', 'rb', 'asuransi', 'org', 'seribu']","['seneng', 'kesini', 'anak', 'berenang', 'disana', 'byr', 'rb', 'tiket', 'msuk', 'dewasa', 'parkir', 'rb', 'asuransi', 'org', 'seribu']","['seneng', 'kesini', 'anak', 'berenang', 'disana', 'byr', 'rb', 'tiket', 'msuk', 'dewasa', 'parkir', 'rb', 'asuransi', 'org', 'seribu']","['neng', 'kesini', 'anak', 'renang', 'sana', 'byr', 'rb', 'tiket', 'msuk', 'dewasa', 'parkir', 'rb', 'asuransi', 'org', 'ribu']"
461,461,Channelnya Bu Tini,wisata alam air terjun dengan spot foto alam yang asri dan segar untuk menuju air terjunnya juga aman dan mudah siiip      ,positif,"['wisata', 'alam', 'air', 'terjun', 'dengan', 'spot', 'foto', 'alam', 'yang', 'asri', 'dan', 'segar', 'untuk', 'menuju', 'air', 'terjunnya', 'juga', 'aman', 'dan', 'mudah', 'siiip']","['wisata', 'alam', 'air', 'terjun', 'dengan', 'spot', 'foto', 'alam', 'yang', 'asri', 'dan', 'segar', 'untuk', 'menuju', 'air', 'terjunnya', 'juga', 'aman', 'dan', 'mudah', 'siiip']","['wisata', 'alam', 'air', 'terjun', 'spot', 'foto', 'alam', 'asri', 'segar', 'air', 'terjunnya', 'aman', 'mudah', 'siiip']","['wisata', 'alam', 'air', 'terjun', 'spot', 'foto', 'alam', 'asri', 'segar', 'air', 'terjunnya', 'aman', 'mudah', 'siiip']","['wisata', 'alam', 'air', 'terjun', 'spot', 'foto', 'alam', 'asri', 'segar', 'air', 'terjun', 'aman', 'mudah', 'siiip']"
462,462,Aries Zulkarnaen,adem tempatnya,positif,"['adem', 'tempatnya']","['adem', 'tempatnya']","['adem', 'tempatnya']","['adem', 'tempatnya']","['adem', 'tempat']"
463,463,eunike julia fantoni,bagus  untuk ke air terjun tidak perlu mendaki jauh  dr parkir mobil cukup jalan meter sudah sampai di air terjun  tempatnya dangkal  jd anak bs main tanpa mengkhawatirkan  disekitar jual gorengan enak dan murah meriah  ada pula tempat taman kelinci  bayar rb  anak makin suka ,positif,"['bagus', 'untuk', 'ke', 'air', 'terjun', 'tidak', 'perlu', 'mendaki', 'jauh', 'dr', 'parkir', 'mobil', 'cukup', 'jalan', 'meter', 'sudah', 'sampai', 'di', 'air', 'terjun', 'tempatnya', 'dangkal', 'jd', 'anak', 'bs', 'main', 'tanpa', 'mengkhawatirkan', 'disekitar', 'jual', 'gorengan', 'enak', 'dan', 'murah', 'meriah', 'ada', 'pula', 'tempat', 'taman', 'kelinci', 'bayar', 'rb', 'anak', 'makin', 'suka']","['bagus', 'untuk', 'ke', 'air', 'terjun', 'tidak', 'perlu', 'mendaki', 'jauh', 'dr', 'parkir', 'mobil', 'cukup', 'jalan', 'meter', 'sudah', 'sampai', 'di', 'air', 'terjun', 'tempatnya', 'dangkal', 'jd', 'anak', 'bs', 'main', 'tanpa', 'mengkhawatirkan', 'disekitar', 'jual', 'gorengan', 'enak', 'dan', 'murah', 'meriah', 'ada', 'pula', 'tempat', 'taman', 'kelinci', 'bayar', 'rb', 'anak', 'makin', 'suka']","['bagus', 'air', 'terjun', 'mendaki', 'dr', 'parkir', 'mobil', 'jalan', 'meter', 'air', 'terjun', 'tempatnya', 'dangkal', 'jd', 'anak', 'bs', 'main', 'mengkhawatirkan', 'disekitar', 'jual', 'gorengan', 'enak', 'murah', 'meriah', 'taman', 'kelinci', 'bayar', 'rb', 'anak', 'suka']","['bagus', 'air', 'terjun', 'mendaki', 'dr', 'parkir', 'mobil', 'jalan', 'meter', 'air', 'terjun', 'tempatnya', 'dangkal', 'jd', 'anak', 'bs', 'main', 'mengkhawatirkan', 'disekitar', 'jual', 'gorengan', 'enak', 'murah', 'meriah', 'taman', 'kelinci', 'bayar', 'rb', 'anak', 'suka']","['bagus', 'air', 'terjun', 'daki', 'dr', 'parkir', 'mobil', 'jalan', 'meter', 'air', 'terjun', 'tempat', 'dangkal', 'jd', 'anak', 'bs', 'main', 'khawatir', 'sekitar', 'jual', 'goreng', 'enak', 'murah', 'riah', 'taman', 'kelinci', 'bayar', 'rb', 'anak', 'suka']"
464,464,Aldist Sky,tempat yg asyik buat wisata keluarga tp skrg airnya keruh mgkn terlalu banyaknya pengunjung   untuk para pengelolah agar d perbaiki lg fasilitasnya lbh bagus,positif,"['tempat', 'yg', 'asyik', 'buat', 'wisata', 'keluarga', 'tp', 'skrg', 'airnya', 'keruh', 'mgkn', 'terlalu', 'banyaknya', 'pengunjung', 'untuk', 'para', 'pengelolah', 'agar', 'd', 'perbaiki', 'lg', 'fasilitasnya', 'lbh', 'bagus']","['tempat', 'yg', 'asyik', 'buat', 'wisata', 'keluarga', 'tp', 'skrg', 'airnya', 'keruh', 'mgkn', 'terlalu', 'banyaknya', 'pengunjung', 'untuk', 'para', 'pengelolah', 'agar', 'd', 'perbaiki', 'lg', 'fasilitasnya', 'lbh', 'bagus']","['yg', 'asyik', 'wisata', 'keluarga', 'tp', 'skrg', 'airnya', 'keruh', 'mgkn', 'banyaknya', 'pengunjung', 'pengelolah', 'd', 'perbaiki', 'lg', 'fasilitasnya', 'lbh', 'bagus']","['yg', 'asyik', 'wisata', 'keluarga', 'tp', 'skrg', 'airnya', 'keruh', 'mgkn', 'banyaknya', 'pengunjung', 'pengelolah', 'd', 'perbaiki', 'lg', 'fasilitasnya', 'lbh', 'bagus']","['yg', 'asyik', 'wisata', 'keluarga', 'tp', 'skrg', 'air', 'keruh', 'mgkn', 'banyak', 'unjung', 'elo', 'd', 'baik', 'lg', 'fasilitas', 'lbh', 'bagus']"
465,465,Khoiron Alkawakib,dulu di tahun  yang saya tahu tentang dlundung yaitu terkenal dengan tempat perkemahan  tapi beberapa tahun terakhir ini dapat informasi dari teman teman kalau di dlundung juga ada air terjun yang bagus  pertama kali saya kesini cukup takjub  next time bakal kesini lagi,positif,"['dulu', 'di', 'tahun', 'yang', 'saya', 'tahu', 'tentang', 'dlundung', 'yaitu', 'terkenal', 'dengan', 'tempat', 'perkemahan', 'tapi', 'beberapa', 'tahun', 'terakhir', 'ini', 'dapat', 'informasi', 'dari', 'teman', 'teman', 'kalau', 'di', 'dlundung', 'juga', 'ada', 'air', 'terjun', 'yang', 'bagus', 'pertama', 'kali', 'saya', 'kesini', 'cukup', 'takjub', 'next', 'time', 'bakal', 'kesini', 'lagi']","['dulu', 'di', 'tahun', 'yang', 'saya', 'tahu', 'tentang', 'dlundung', 'yaitu', 'terkenal', 'dengan', 'tempat', 'perkemahan', 'tapi', 'beberapa', 'tahun', 'terakhir', 'ini', 'dapat', 'informasi', 'dari', 'teman', 'teman', 'kalau', 'di', 'dlundung', 'juga', 'ada', 'air', 'terjun', 'yang', 'bagus', 'pertama', 'kali', 'saya', 'kesini', 'cukup', 'takjub', 'next', 'time', 'bakal', 'kesini', 'lagi']","['dlundung', 'terkenal', 'perkemahan', 'informasi', 'teman', 'teman', 'dlundung', 'air', 'terjun', 'bagus', 'kali', 'kesini', 'takjub', 'next', 'time', 'kesini']","['dlundung', 'terkenal', 'perkemahan', 'informasi', 'teman', 'teman', 'dlundung', 'air', 'terjun', 'bagus', 'kali', 'kesini', 'takjub', 'next', 'time', 'kesini']","['dlundung', 'kenal', 'kemah', 'informasi', 'teman', 'teman', 'dlundung', 'air', 'terjun', 'bagus', 'kali', 'kesini', 'takjub', 'next', 'time', 'kesini']"
466,466,Mamik Setyawan,sangat sangat berubah banget  mungkin untuk pengelola bisa menambahkan tempat duduk di aliran air atau cafe air,positif,"['sangat', 'sangat', 'berubah', 'banget', 'mungkin', 'untuk', 'pengelola', 'bisa', 'menambahkan', 'tempat', 'duduk', 'di', 'aliran', 'air', 'atau', 'cafe', 'air']","['sangat', 'sangat', 'berubah', 'banget', 'mungkin', 'untuk', 'pengelola', 'bisa', 'menambahkan', 'tempat', 'duduk', 'di', 'aliran', 'air', 'atau', 'cafe', 'air']","['berubah', 'banget', 'pengelola', 'duduk', 'aliran', 'air', 'cafe', 'air']","['berubah', 'banget', 'pengelola', 'duduk', 'aliran', 'air', 'cafe', 'air']","['ubah', 'banget', 'kelola', 'duduk', 'alir', 'air', 'cafe', 'air']"
467,467,Nobel Rizkiyono,tempatnya bagus udaranya juga segar  fasilitas lumayan lengkap  banyak yang berjualan makanan di sekitar situ   akses ke lokasi juga mudah,positif,"['tempatnya', 'bagus', 'udaranya', 'juga', 'segar', 'fasilitas', 'lumayan', 'lengkap', 'banyak', 'yang', 'berjualan', 'makanan', 'di', 'sekitar', 'situ', 'akses', 'ke', 'lokasi', 'juga', 'mudah']","['tempatnya', 'bagus', 'udaranya', 'juga', 'segar', 'fasilitas', 'lumayan', 'lengkap', 'banyak', 'yang', 'berjualan', 'makanan', 'di', 'sekitar', 'situ', 'akses', 'ke', 'lokasi', 'juga', 'mudah']","['tempatnya', 'bagus', 'udaranya', 'segar', 'fasilitas', 'lumayan', 'lengkap', 'berjualan', 'makanan', 'situ', 'akses', 'lokasi', 'mudah']","['tempatnya', 'bagus', 'udaranya', 'segar', 'fasilitas', 'lumayan', 'lengkap', 'berjualan', 'makanan', 'situ', 'akses', 'lokasi', 'mudah']","['tempat', 'bagus', 'udara', 'segar', 'fasilitas', 'lumayan', 'lengkap', 'jual', 'makan', 'situ', 'akses', 'lokasi', 'mudah']"
468,468,Imam Buqkori,sungu indah tempat nya karena betul  masih asli dan alami terutama air terjun nya membuat pingin balik berkunjung tempat nya enak cocok untuk keluarga,positif,"['sungu', 'indah', 'tempat', 'nya', 'karena', 'betul', 'masih', 'asli', 'dan', 'alami', 'terutama', 'air', 'terjun', 'nya', 'membuat', 'pingin', 'balik', 'berkunjung', 'tempat', 'nya', 'enak', 'cocok', 'untuk', 'keluarga']","['sungu', 'indah', 'tempat', 'nya', 'karena', 'betul', 'masih', 'asli', 'dan', 'alami', 'terutama', 'air', 'terjun', 'nya', 'membuat', 'pingin', 'balik', 'berkunjung', 'tempat', 'nya', 'enak', 'cocok', 'untuk', 'keluarga']","['sungu', 'indah', 'nya', 'asli', 'alami', 'air', 'terjun', 'nya', 'pingin', 'berkunjung', 'nya', 'enak', 'cocok', 'keluarga']","['sungu', 'indah', 'nya', 'asli', 'alami', 'air', 'terjun', 'nya', 'pingin', 'berkunjung', 'nya', 'enak', 'cocok', 'keluarga']","['sungu', 'indah', 'nya', 'asli', 'alami', 'air', 'terjun', 'nya', 'pingin', 'kunjung', 'nya', 'enak', 'cocok', 'keluarga']"
